text,valence,arousal
你想不想去吃午饭？,0.42483570765056167,-0.1957915884907152
哦！我被选中了！,0.6930867849414407,0.6006414321771842
我几天身体好像有点不太舒服，肚子好痛。,-0.6676155730949653,-0.47600864823165834
我的小组成员一个都没干活！真后悔跟他一起组队。,-0.6238485071795987,0.6865677123345129
他们是不是吵架了？不会打起来吧？,0.3882923312638332,-0.29181798918851987
你知道吗？我们班有人交了女朋友！,0.18829315215254097,0.7783613058205806
干！他真的有够恶心，卫生习惯有够差。,-0.5210393592246304,0.33969092335719075
今天你要不要去骑自行车？,0.4383717364576455,-0.21486880396215532
我们今天班际篮球赛赢了！！！,0.6765262807032524,0.5876808298742726
今天我和我朋友吵架了。,-0.6728719978207017,-0.45068117470470315
有人说我胖！该死！,-0.7231708846406231,0.6644013386370539
我好像被我喜欢的人讨厌了。,0.3767135123214872,-0.277140160912145
我刚刚看到有人眉毛像蜡笔小新！,0.21209811357830172,0.7919684440237253
为什么我的便当里全是青椒啊！真的是很讨厌吃青椒的！,-0.6956640122328899,0.2757913024375631
这个星期要去图书馆吗？,0.31375410837434836,-0.2483123159876627
我这个星期就要出国旅行了！,0.6718856235379513,0.5912310772050654
我感觉我好像要被当了...,-0.7506415560167211,-0.4754247176376608
你知道吗？他们竟然分手了！,0.2157123666297637,0.7995355719216093
我昨天梦到有一只超大蜘蛛在追着我跑！,0.35459879622393947,-0.18465094636568813
今天去的那家餐厅真的很脏。,-0.6706151850667645,0.39067038492577116
我终于写出了这个程序！,0.7732824384460777,0.5828560569221217
今天老师骂了我。,-0.7112888150243267,-0.4860825682677665
今年的夏天似乎比较晚来。,0.4033764102343962,-0.22546066812995674
为什么他们能背后这样批评人，真是不礼貌。,-0.7712374093106728,0.6576820140056513
他们两个竟然牵手了！,0.17278086377374088,0.7707546173291115
你觉得我今天有什么不同？,0.40554612948549335,-0.22393792857608444
又到今年的圣诞节了！,0.6424503211288848,0.6179737898773563
有人竟然在交换礼物时送小番茄？,0.21878490091728361,0.917453789335038
明天就要比赛了，真的很紧张。,0.36996806550405975,-0.23580217181379204
这次圣诞节礼物抽到了盗版东西，烦死人了。,-0.6145846874896638,0.2791687347192269
我刚刚坐在了我好朋友旁边！,0.6699146693885301,0.5968438493444376
黑豹的演员去世了...,-0.6073860907745531,-0.4802100575645126
有人背后说我的坏话！,-0.7006748612368967,0.7131775405977392
你认为我今年有可能中彩票吗？,0.347114453552205,-0.13579521030259414
听说我们科里有老师要退休了。,0.24112724560515947,0.6786803964732396
哎，我不小心吃到了肉！,0.33895781750144893,-0.31934649350978367
我妈妈终于让我养狗了！,0.7104431797502377,0.5752060913994925
今天的天气真的很闷。,-0.6979835061939887,0.35486500937718546
这次表演我犯了一个超级大的错误，我失败了。,-0.7664093024449214,-0.5782824015802799
我的同学一直嘲笑我的饮食习惯。,-0.6901569382065438,0.5496183830153121
你知道吗？国防老师今年已经四五十岁！,0.23692332899977053,0.8285589703109605
最近好像有台风要来了！,0.20856841405949852,0.8121828611851357
我终于弄懂了基本电学！,0.6942175858805879,0.5454895796600285
这个老师的规定也太奇怪了吧。,-0.6150551847794644,0.2507230199639535
昨天骑自行车的时候，我差一点就被车撞了。,0.32607390048162865,-0.24848718598173375
我养了三年的鱼今天死了...,-0.7359922104197354,-0.494473234126303
你认为今年的流行趋势会是什么？,0.37696806145201067,-0.23131576380915037
有人对公交车上的老人不礼貌！,-0.6471438886890541,0.724703195948776
我刚刚在路上看到一个长得像明星的人！,0.21718091447842308,0.6572686668547805
我刚刚收到了大学录取通知书！,0.6118479922318633,0.55715740674361
这部电影的特效真的很差。,-0.5837958015302602,0.24369730195444747
我感觉我快要挂了...,0.3807458859791842,-0.2128170339186246
我最喜欢的咖啡厅要关了。,-0.7338461000152979,-0.5269023879245069
你认为人工智能会影响我们的工作吗？,0.4305838144420434,-0.16010781100521168
有人正在网络上盗用我的照片！,-0.6484500238752025,0.607033161416997
我刚发现我家后院有一棵会结果的苹果树哎！,0.24656400595580993,0.8022745738165377
我刚刚在公园看到一只会说话的鸽子！,0.1580391238388681,0.8279168211605853
我终于存到钱买了一台新相机！,0.6845393812074392,0.6928323718280978
这家店的衣服质量真的很差，穿没几次就坏了。,-0.5834368284298218,0.27591170144532623
我明天要去见未来的公公婆婆，好紧张...,0.448777256356118,-0.18377706978237415
我最喜欢的作家去世了...,-0.7239587118922645,-0.5901931396281183
你认为未来的交通工具会是什么样子？,0.39071705116680916,-0.3195978102156512
有人正在网上散布我的个人信息！,-0.7553167487003014,0.742238718789085
我刚刚在抽屉里发现了一张旧彩票，竟然中了大奖！,0.14018966879596648,0.7997219853175965
我的论文被东方新闻接受了！,0.7406262911197099,0.6589256344899211
这个政客的言论真的是非常令人反感。,-0.5321879985714588,0.23132985555151253
我好像听到房子里有奇怪的声音...,0.39639949392098334,-0.17400489302356237
我的最好朋友要移民了，以后可能很难见面了。,-0.6498233551053988,-0.40655910797280737
你认为学习一门新语言重要吗？,0.4180818012523817,-0.17901471958213672
有人公共场所乱扔垃圾！,-0.7322559877302561,0.7138290752795524
我刚刚在街上遇到了我的偶像！,0.2180697802754207,0.8004278040412175
我刚刚在后院发现了一个古老的时间胶囊！,0.27690182832329846,0.7214559271437044
我的宠物狗刚刚学会了一个新把戏！,0.6982086980445024,0.6677786467855173
这个网红的行为真的很令人厌恶。,-0.5217678172092997,0.2694571180097467
我明天要坐云霄飞车，但我很怕高...,0.2690127447955128,-0.17477583718084916
我最喜欢的餐厅因为疫情关门了...,-0.6589048747812387,-0.5781517153285627
你认为未来人类会移民火星吗？,0.40435235341190856,-0.25897298322538903
有人冒充我在网上诈骗！,-0.7149503675232933,0.7717543699611117
我刚刚在旧衣服口袋里找到一张中奖彩票！,0.20458803882677512,0.7826348855521079
我终于完成了我的第一本小说！,0.6006215542699553,0.6726637738021272
这家餐厅的卫生条件真的很差。,-0.6109835943918756,0.2960884670470741
我听说附近可能有食人鱼出没...,0.41785562857558733,-0.2920948886478929
我养了十年的盆栽今天枯萎了。,-0.6261052977629241,-0.45539662001341397
你认为人工智能会取代艺术家吗？,0.37408648908631764,-0.22949461588778042
有人偷了我辛苦种植的花！,-0.7404246801446593,0.7349344406758521
我刚刚发现我家附近有一个秘密的地下隧道！,0.1749121478207732,0.8012605433770041
我今天终于拿到了我的毕业证书！,0.7457701058851036,0.5228440886028565
我昨天和陈安羽吵架了，现在很难过。,-0.6835624445170158,-0.4917852617314715
今天有人插队，真是太不愉快了！,-0.7264880101883519,0.80981115710764
最近工作压力很大，我担心自己做不好。,0.4256633716556678,-0.17535067707427704
你知道吗？他竟然考上了台科大！,0.20485387746740202,0.7971241123497269
今天的午餐味道很奇怪，有点想吐。,-0.5515677504733555,0.35376717009784486
今天我们一起去看电影吗？,0.3648973453061324,-0.18946657673984446
我刚刚中了彩票，虽然只有1000块钱！,0.6836168926701115,0.6104767115131396
最近的工作进展很糟糕，我感觉自己越来越缺乏信心。,-0.7196054076566079,-0.5545812586079552
为什么那么多人只会拖延，让我什么都做不了！,-0.7731757474066059,0.7116924012894799
这个周末要做专项报告，我很担心报告做不好。,0.41480601385322885,-0.14822782917915278
哇，他竟然在一天内就完成了这么多事情！,0.21305276360899447,0.7581968923949988
这件外套穿起来很不舒服，我真的受不了。,-0.599744327167877,0.3712247910623474
我终于完成了这个项目，太开心了！,0.6882706433312427,0.5954146987927437
我的猫今天走失了，我很担心它。,-0.7707685371025207,-0.544388475576927
